id,psgc,type,name
4120184015,,4,Gonzales
4120184016,,4,Hidalgo
4120184017,,4,Janopol Oriental
4120184018,,4,Janopol
4120184019,,4,Laurel
4120184020,,4,Luyos
4120184021,,4,Mabini
4120184022,,4,Malaking Pulo
4120184023,,4,Maria Paz
4120184024,,4,Maugat
4120184025,,4,Montaña
4120184026,,4,Natatas
4120184027,,4,Pagaspas
4120184028,,4,Pantay Bata
4120184029,,4,Pantay Matanda
4120184030,,4,Poblacion Barangay 1
4120184031,,4,Poblacion Barangay 2
4120184032,,4,Poblacion Barangay 3
4120184033,,4,Poblacion Barangay 4
4120184034,,4,Poblacion Barangay 5
4120184035,,4,Poblacion Barangay 6
4120184036,,4,Poblacion Barangay 7
4120184037,,4,Sala
4120184038,,4,Sambat
4120184039,,4,San Jose
4120184040,,4,Santol
4120184041,,4,Santor
4120184042,,4,Sulpoc
4120184043,,4,Suplang
4120184044,,4,Talaga
4120184045,,4,Tinurik
4120184046,,4,Trapiche
4120184047,,4,Ulango
4120184048,,4,Wawa
4120185000,,3,Taysan
4120185001,,4,Bacao
4120185002,,4,Bilogo
4120185003,,4,Bukal
4120185004,,4,Dagatan
4120185005,,4,Guinhawa
4120185006,,4,Laurel
4120185007,,4,Mabayabas
4120185008,,4,Mahanadiong
4120185009,,4,Mapulo
4120185010,,4,Mataas Na Lupa
4120185011,,4,Pag-Asa
4120185012,,4,Panghayaan
4120185013,,4,Piña
4120185014,,4,Pinagbayanan
4120185015,,4,Poblacion East
4120185016,,4,Poblacion West
4120185017,,4,San Isidro
4120185018,,4,San Marcelino
4120185019,,4,Santo Niño
4120185020,,4,Tilambo
4120186000,,3,Tingloy
4120186001,,4,Barangay 14
4120186002,,4,Barangay 15
4120186003,,4,Corona
4120186004,,4,Gamao
4120186005,,4,Makawayan
4120186006,,4,Marikaban
4120186007,,4,Papaya
4120186008,,4,Pisa
4120186009,,4,San Isidro
4120186010,,4,San Jose
4120186011,,4,San Juan
4120186012,,4,San Pedro
4120186013,,4,Santo Tomas
4120186014,,4,Talahib
4120186015,,4,Barangay 13
4120187000,,3,Tuy
4120187001,,4,Acle
4120187002,,4,Bayudbud
4120187003,,4,Bolboc
4120187004,,4,Burgos
4120187005,,4,Dalima
4120187006,,4,Dao
4120187007,,4,Guinhawa
4120187008,,4,Lumbangan
4120187009,,4,Luna
4120187010,,4,Luntal
4120187011,,4,Magahis
4120187012,,4,Malibu
4120187013,,4,Mataywanac
4120187014,,4,Palincaro
4120187015,,4,Putol
4120187016,,4,Rillo
4120187017,,4,Rizal
4120187018,,4,Sabang
4120187019,,4,San Jose
4120187020,,4,Talon
4120187021,,4,Toong
4120187022,,4,Tuyon-Tuyon
4240000000,,2,Cavite
4240417000,,3,Alfonso
4240417001,,4,Amuyong
4240417002,,4,Barangay I
4240417003,,4,Barangay II
4240417004,,4,Barangay III
4240417005,,4,Barangay IV
4240417006,,4,Barangay V
4240417007,,4,Bilog
4240417008,,4,Buck Estate
4240417009,,4,Esperanza Ibaba
4240417010,,4,Esperanza Ilaya
4240417011,,4,Kaysuyo
4240417012,,4,Kaytitinga I
4240417013,,4,Kaytitinga II
4240417014,,4,Kaytitinga III
4240417015,,4,Luksuhin Ilaya
4240417016,,4,Luksuhin
4240417017,,4,Mangas I
4240417018,,4,Mangas II
4240417019,,4,Marahan I
4240417020,,4,Marahan II
4240417021,,4,Matagbak I
4240417022,,4,Matagbak II
4240417023,,4,Pajo
4240417024,,4,Palumlum
4240417025,,4,Santa Teresa
4240417026,,4,Sikat
4240417027,,4,Sinaliw Malaki
4240417028,,4,Sinaliw Na Munti
4240417029,,4,Sulsugin
4240417030,,4,Taywanak Ibaba
4240417031,,4,Taywanak Ilaya
4240417032,,4,Upli
4240418000,,3,Amadeo
4240418001,,4,Banaybanay
4240418002,,4,Barangay I
4240418003,,4,Barangay II
4240418004,,4,Barangay III
4240418005,,4,Barangay IV
4240418006,,4,Barangay IX
4240418007,,4,Barangay V
4240418008,,4,Barangay VI
4240418009,,4,Barangay VII
4240418010,,4,Barangay VIII
4240418011,,4,Barangay X
4240418012,,4,Barangay XI
4240418013,,4,Barangay XII
4240418014,,4,Bucal
4240418015,,4,Buho
4240418016,,4,Dagatan
4240418017,,4,Halang
4240418018,,4,Loma
4240418019,,4,Maitim I
4240418020,,4,Maymangga
4240418021,,4,Minantok Kanluran
4240418022,,4,Minantok Silangan
4240418023,,4,Pangil
4240418024,,4,Salaban
4240418025,,4,Talon
4240418026,,4,Tamacan
4240419000,,3,Bacoor
4240419001,,4,Alima
4240419002,,4,Aniban I
4240419003,,4,Aniban II
4240419004,,4,Aniban III
4240419005,,4,Aniban IV
4240419006,,4,Aniban V
4240419007,,4,Banalo
4240419008,,4,Bayanan
4240419009,,4,Campo Santo
4240419010,,4,Daang Bukid
4240419011,,4,Digman
4240419012,,4,Dulong Bayan
4240419013,,4,Habay I
4240419014,,4,Habay II
4240419015,,4,Kaingin
4240419016,,4,Ligas I
4240419017,,4,Ligas II
4240419018,,4,Ligas III
4240419019,,4,Mabolo I
4240419020,,4,Mabolo II
4240419021,,4,Mabolo III
4240419022,,4,Maliksi I
4240419023,,4,Maliksi II
4240419024,,4,Maliksi III
4240419025,,4,Mambog I
4240419026,,4,Mambog II
4240419027,,4,Mambog III
4240419028,,4,Mambog IV
4240419029,,4,Mambog V
4240419030,,4,Molino I
4240419031,,4,Molino II
4240419032,,4,Molino III
4240419033,,4,Molino IV
4240419034,,4,Molino V
4240419035,,4,Molino VI
4240419036,,4,Molino VII
4240419037,,4,Niog I
4240419038,,4,Niog II
4240419039,,4,Niog III
4240419040,,4,P.F. Espiritu I
4240419041,,4,P.F. Espiritu II
4240419042,,4,P.F. Espiritu III
4240419043,,4,P.F. Espiritu IV
4240419044,,4,P.F. Espiritu V
4240419045,,4,P.F. Espiritu VI
4240419046,,4,P.F. Espiritu VII
4240419047,,4,P.F. Espiritu VIII
4240419048,,4,Queens Row Central
4240419049,,4,Queens Row East
4240419050,,4,Queens Row West
4240419051,,4,Real I
4240419052,,4,Real II
4240419053,,4,Salinas I
4240419054,,4,Salinas II
4240419055,,4,Salinas III
4240419056,,4,Salinas IV
4240419057,,4,San Nicolas I
4240419058,,4,San Nicolas II
4240419059,,4,San Nicolas III
4240419060,,4,Sineguelasan
4240419061,,4,Tabing Dagat
4240419062,,4,Talaba I
4240419063,,4,Talaba II
4240419064,,4,Talaba III
4240419065,,4,Talaba IV
4240419066,,4,Talaba V
4240419067,,4,Talaba VI
4240419068,,4,Talaba VII
4240419069,,4,Zapote I
4240419070,,4,Zapote II
4240419071,,4,Zapote III
4240419072,,4,Zapote IV
4240419073,,4,Zapote V
4240420000,,3,Carmona
4240420001,,4,Bancal
4240420002,,4,Barangay 1
4240420003,,4,Barangay 2
4240420004,,4,Barangay 3
4240420005,,4,Barangay 4
4240420006,,4,Barangay 5
4240420007,,4,Barangay 6
4240420008,,4,Barangay 7
4240420009,,4,Barangay 8
4240420010,,4,Cabilang Baybay
4240420011,,4,Lantic
4240420012,,4,Mabuhay
4240420013,,4,Maduya
4240420014,,4,Milagrosa
4240421000,,3,Cavite City
4240421001,,4,Barangay 1
4240421002,,4,Barangay 10-A
4240421003,,4,Barangay 10-B
4240421004,,4,Barangay 10
4240421005,,4,Barangay 11
4240421006,,4,Barangay 12
4240421007,,4,Barangay 13
4240421008,,4,Barangay 14
4240421009,,4,Barangay 15
4240421010,,4,Barangay 16
4240421011,,4,Barangay 17
4240421012,,4,Barangay 18
4240421013,,4,Barangay 19
4240421014,,4,Barangay 2
4240421015,,4,Barangay 20
4240421016,,4,Barangay 21
4240421017,,4,Barangay 22-A
4240421018,,4,Barangay 22
4240421019,,4,Barangay 23
4240421020,,4,Barangay 24
4240421021,,4,Barangay 25
4240421022,,4,Barangay 26
4240421023,,4,Barangay 27
4240421024,,4,Barangay 28
4240421025,,4,Barangay 29-A
4240421026,,4,Barangay 29
4240421027,,4,Barangay 3
4240421028,,4,Barangay 30
4240421029,,4,Barangay 31
4240421030,,4,Barangay 32
4240421031,,4,Barangay 33
4240421032,,4,Barangay 34
4240421033,,4,Barangay 35
4240421034,,4,Barangay 36-A
4240421035,,4,Barangay 36
4240421036,,4,Barangay 37-A
4240421037,,4,Barangay 37
4240421038,,4,Barangay 38-A
4240421039,,4,Barangay 38
4240421040,,4,Barangay 39
4240421041,,4,Barangay 4
4240421042,,4,Barangay 40
4240421043,,4,Barangay 41
4240421044,,4,Barangay 42-A
4240421045,,4,Barangay 42-B
4240421046,,4,Barangay 42-C
4240421047,,4,Barangay 42
4240421048,,4,Barangay 43
4240421049,,4,Barangay 44
4240421050,,4,Barangay 45-A
4240421051,,4,Barangay 45
4240421052,,4,Barangay 46
4240421053,,4,Barangay 47-A
4240421054,,4,Barangay 47-B
4240421055,,4,Barangay 47
4240421056,,4,Barangay 48-A
4240421057,,4,Barangay 48
4240421058,,4,Barangay 49-A
4240421059,,4,Barangay 49
4240421060,,4,Barangay 5
4240421061,,4,Barangay 50
4240421062,,4,Barangay 51
4240421063,,4,Barangay 52
4240421064,,4,Barangay 53-A
4240421065,,4,Barangay 53-B
4240421066,,4,Barangay 53
4240421067,,4,Barangay 54-A
4240421068,,4,Barangay 54
4240421069,,4,Barangay 55
4240421070,,4,Barangay 56
4240421071,,4,Barangay 57
4240421072,,4,Barangay 58-A
4240421073,,4,Barangay 58
4240421074,,4,Barangay 59
4240421075,,4,Barangay 6
4240421076,,4,Barangay 60
4240421077,,4,Barangay 61-A
4240421078,,4,Barangay 61
4240421079,,4,Barangay 62-A
4240421080,,4,Barangay 62-B
4240421081,,4,Barangay 62
4240421082,,4,Barangay 7
4240421083,,4,Barangay 8
4240421084,,4,Barangay 9
4240421085,,4,n.a
4240422000,,3,Dasmarias
4240422001,,4,Zone III
4240422002,,4,Zone IV
4240422003,,4,Burol I
4240422004,,4,Burol II
4240422005,,4,Burol III
4240422006,,4,Burol
4240422007,,4,Datu Esmael
4240422008,,4,Emmanuel Bergado I
4240422009,,4,Emmanuel Bergado II
4240422010,,4,Fatima I
4240422011,,4,Fatima II
4240422012,,4,Fatima III
4240422013,,4,Langkaan I
4240422014,,4,Langkaan II
4240422015,,4,Luzviminda I
4240422016,,4,Luzviminda II
4240422017,,4,Paliparan I
4240422018,,4,Paliparan II
4240422019,,4,Paliparan III
4240422020,,4,Sabang
4240422021,,4,Saint Peter I
4240422022,,4,Saint Peter II
4240422023,,4,Salawag
4240422024,,4,Salitran I
4240422025,,4,Salitran II
4240422026,,4,Salitran III
4240422027,,4,Salitran IV
4240422028,,4,Sampaloc I
4240422029,,4,Sampaloc II
4240422030,,4,Sampaloc III
4240422031,,4,Sampaloc IV
4240422032,,4,Sampaloc V
4240422033,,4,San Agustin I
4240422034,,4,San Agustin II
4240422035,,4,San Agustin III
4240422036,,4,San Andres I
4240422037,,4,San Andres II
4240422038,,4,San Antonio de Padua I
4240422039,,4,San Antonio de Padua II
4240422040,,4,San Dionisio
4240422041,,4,San Esteban
4240422042,,4,San Francisco I
4240422043,,4,San Francisco II
4240422044,,4,San Isidro Labrador I
4240422045,,4,San Isidro Labrador II
4240422046,,4,San Jose
4240422047,,4,San Juan
4240422048,,4,San Lorenzo Ruiz I
4240422049,,4,San Lorenzo Ruiz II
4240422050,,4,San Luis I
4240422051,,4,San Luis II
4240422052,,4,San Manuel I
4240422053,,4,San Manuel II
4240422054,,4,San Mateo
4240422055,,4,San Miguel II
4240422056,,4,San Miguel
4240422057,,4,San Nicolas I
4240422058,,4,San Nicolas II
4240422059,,4,San Roque
4240422060,,4,San Simon
4240422061,,4,Santa Cristina I
4240422062,,4,Santa Cristina II
4240422063,,4,Santa Cruz I
4240422064,,4,Santa Cruz II
4240422065,,4,Santa Fe
4240422066,,4,Santa Lucia
4240422067,,4,Santa Maria
4240422068,,4,Santo Cristo
4240422069,,4,Santo Niño I
4240422070,,4,Santo Niño II
4240422071,,4,Zone I-B
4240422072,,4,Zone I
4240422073,,4,Zone II
4240423000,,3,General Emilio Aguinaldo
4240423001,,4,A. Dalusag
4240423002,,4,Batas Dao
4240423003,,4,Castaños Cerca
4240423004,,4,Castaños Lejos
4240423005,,4,Kabulusan
4240423006,,4,Kaymisas
4240423007,,4,Kaypaaba
4240423008,,4,Lumipa
4240423009,,4,Narvaez
4240423010,,4,Poblacion I
4240423011,,4,Poblacion II
4240423012,,4,Poblacion III
4240423013,,4,Poblacion IV
4240423014,,4,Tabora
4240424000,,3,General Mariano Alvarez
4240424001,,4,Aldiano Olaes
4240424002,,4,Barangay 1 Poblacion
4240424003,,4,Barangay 2 Poblacion
4240424004,,4,Barangay 3 Poblacion
4240424005,,4,Barangay 4 Poblacion
4240424006,,4,Barangay 5 Poblacion
4240424007,,4,Benjamin Tirona
4240424008,,4,Bernardo Pulido
4240424009,,4,Epifanio Malia
4240424010,,4,Fiorello Carimag
4240424011,,4,Francisco De Castro
4240424012,,4,Francisco Reyes
4240424013,,4,Gavino Maderan
4240424014,,4,Gregoria de Jesus
4240424015,,4,Inocencio Salud
4240424016,,4,Jacinto Lumbreras
4240424017,,4,Kapitan Kua
4240424018,,4,Koronel Jose P. Elises
4240424019,,4,Macario Dacon
4240424020,,4,Marcelino Memije
4240424021,,4,Nicolasa Virata
4240424022,,4,Pantaleon Granados
4240424023,,4,Ramon Cruz
4240424024,,4,San Gabriel
4240424025,,4,San Jose
4240424026,,4,Severino de las Alas
4240424027,,4,Tiniente Tiago
4240425000,,3,General Trias
4240425001,,4,Alingaro
4240425002,,4,Arnaldo Poblacion
4240425003,,4,Bacao I
4240425004,,4,Bacao II
4240425005,,4,Bagumbayan Poblacion
4240425006,,4,Biclatan
4240425007,,4,Buenavista I
4240425008,,4,Buenavista II
4240425009,,4,Buenavista III
4240425010,,4,Corregidor Poblacion
4240425011,,4,Dulong Bayan Poblacion
4240425012,,4,Gov. Ferrer Poblacion
4240425013,,4,Javalera
4240425014,,4,Manggahan
4240425015,,4,Navarro
4240425016,,4,Ninety Sixth Poblacion
4240425017,,4,Panungyanan
4240425018,,4,Pasong Camachile I
4240425019,,4,Pasong Camachile II
4240425020,,4,Pasong Kawayan I
4240425021,,4,Pasong Kawayan II
4240425022,,4,Pinagtipunan
4240425023,,4,Prinza Poblacion
4240425024,,4,Sampalucan Poblacion
4240425025,,4,San Francisco
4240425026,,4,San Gabriel Poblacion
4240425027,,4,San Juan I
4240425028,,4,San Juan II
4240425029,,4,Santa Clara
4240425030,,4,Santiago
4240425031,,4,Tapia
4240425032,,4,Tejero
4240425033,,4,Vibora Poblacion
4240426000,,3,Imus
4240426001,,4,Alapan I-A
4240426002,,4,Alapan I-B
4240426003,,4,Alapan I-C
4240426004,,4,Alapan II-A
4240426005,,4,Alapan II-B
4240426006,,4,Anabu I-A
4240426007,,4,Anabu I-B
4240426008,,4,Anabu I-C
4240426009,,4,Anabu I-D
4240426010,,4,Anabu I-E
4240426011,,4,Anabu I-F
4240426012,,4,Anabu I-G
4240426013,,4,Anabu II-A
4240426014,,4,Anabu II-B
4240426015,,4,Anabu II-C
4240426016,,4,Anabu II-D
4240426017,,4,Anabu II-E
4240426018,,4,Anabu II-F
4240426019,,4,Bagong Silang
4240426020,,4,Bayan Luma I
4240426021,,4,Bayan Luma II
4240426022,,4,Bayan Luma III
4240426023,,4,Bayan Luma IV
4240426024,,4,Bayan Luma IX
4240426025,,4,Bayan Luma V
4240426026,,4,Bayan Luma VI
4240426027,,4,Bayan Luma VII
4240426028,,4,Bayan Luma VIII
4240426029,,4,Bucandala I
4240426030,,4,Bucandala II
4240426031,,4,Bucandala III
4240426032,,4,Bucandala IV
4240426033,,4,Bucandala V
4240426034,,4,Buhay na Tubig
4240426035,,4,Carsadang Bago I
4240426036,,4,Carsadang Bago II
4240426037,,4,Magdalo
4240426038,,4,Maharlika
4240426039,,4,Malagasang  I-A
4240426040,,4,Malagasang  I-B
4240426041,,4,Malagasang  I-C
4240426042,,4,Malagasang  I-D
4240426043,,4,Malagasang  I-E
4240426044,,4,Malagasang  I-F
4240426045,,4,Malagasang  I-G
4240426046,,4,Malagasang II-A
4240426047,,4,Malagasang II-B
4240426048,,4,Malagasang II-C
4240426049,,4,Malagasang II-D
4240426050,,4,Malagasang II-E
4240426051,,4,Malagasang II-F
4240426052,,4,Malagasang II-G
4240426053,,4,Mariano Espeleta I
4240426054,,4,Mariano Espeleta II
4240426055,,4,Mariano Espeleta III
4240426056,,4,Medicion  I-A
4240426057,,4,Medicion  I-B
4240426058,,4,Medicion  I-C
4240426059,,4,Medicion  I-D
4240426060,,4,Medicion II-A
4240426061,,4,Medicion II-B
4240426062,,4,Medicion II-C
4240426063,,4,Medicion II-D
4240426064,,4,Medicion II-E
4240426065,,4,Medicion II-F
4240426066,,4,Pag-Asa I
4240426067,,4,Pag-Asa II
4240426068,,4,Pag-Asa III
4240426069,,4,Palico I
4240426070,,4,Palico II
4240426071,,4,Palico III
4240426072,,4,Palico IV
4240426073,,4,Pasong Buaya I
4240426074,,4,Pasong Buaya II
4240426075,,4,Pinagbuklod
4240426076,,4,Poblacion  I-A
4240426077,,4,Poblacion  I-B
4240426078,,4,Poblacion  I-C
4240426079,,4,Poblacion II-A
4240426080,,4,Poblacion II-B
4240426081,,4,Poblacion III-A
4240426082,,4,Poblacion III-B
4240426083,,4,Poblacion IV-A
4240426084,,4,Poblacion IV-B
4240426085,,4,Poblacion IV-C
4240426086,,4,Poblacion IV-D
4240426087,,4,Tanzang Luma I
4240426088,,4,Tanzang Luma II
4240426089,,4,Tanzang Luma III
4240426090,,4,Tanzang Luma IV
4240426091,,4,Tanzang Luma V
4240426092,,4,Tanzang Luma VI
4240426093,,4,Toclong  I-A
4240426094,,4,Toclong  I-B
4240426095,,4,Toclong  I-C
4240426096,,4,Toclong II-A
4240426097,,4,Toclong II-B
4240427000,,3,Indang
4240427001,,4,Agus-Us
4240427002,,4,Alulod
4240427003,,4,Banaba Cerca
4240427004,,4,Banaba Lejos
4240427005,,4,Bancod
4240427006,,4,Barangay 1
4240427007,,4,Barangay 2
4240427008,,4,Barangay 3
4240427009,,4,Barangay 4
4240427010,,4,Buna Cerca
4240427011,,4,Buna Lejos I
4240427012,,4,Buna Lejos II
4240427013,,4,Calumpang Cerca
4240427014,,4,Calumpang Lejos I
4240427015,,4,Carasuchi
4240427016,,4,Daine I
4240427017,,4,Daine II
4240427018,,4,Guyam Malaki
4240427019,,4,Guyam Munti
4240427020,,4,Harasan
4240427021,,4,Kayquit I
4240427022,,4,Kayquit II
4240427023,,4,Kayquit III
4240427024,,4,Kaytambog
4240427025,,4,Kaytapos
4240427026,,4,Limbon
4240427027,,4,Lumampong Balagbag
4240427028,,4,Lumampong Halayhay
4240427029,,4,Mahabangkahoy Cerca
4240427030,,4,Mahabangkahoy Lejos
4240427031,,4,Mataas na Lupa
4240427032,,4,Pulo
4240427033,,4,Tambo Balagbag
4240427034,,4,Tambo Ilaya
4240427035,,4,Tambo Kulit
4240427036,,4,Tambo Malaki
4240428000,,3,Kawit
4240428001,,4,San Sebastian
4240428002,,4,Santa Isabel
4240428003,,4,Tabon I
4240428004,,4,Tabon II
4240428005,,4,Tabon III
4240428006,,4,Toclong
4240428007,,4,Tramo-Bantayan
4240428008,,4,Wakas I
4240428009,,4,Wakas II
4240428010,,4,Balsahan-Bisita
4240428011,,4,Batong Dalig
4240428012,,4,Binakayan-Aplaya
4240428013,,4,Binakayan-Kanluran
4240428014,,4,Congbalay-Legaspi
4240428015,,4,Gahak
4240428016,,4,Kaingen
4240428017,,4,Magdalo
4240428018,,4,Manggahan-Lawin
4240428019,,4,Marulas
4240428020,,4,n.a
4240428021,,4,Panamitan
4240428022,,4,Poblacion
4240428023,,4,Pulvorista
4240428024,,4,Samala-Marquez
4240429000,,3,Magallanes
4240429001,,4,Baliwag
4240429002,,4,Barangay 1
4240429003,,4,Barangay 2
4240429004,,4,Barangay 3
4240429005,,4,Barangay 4
4240429006,,4,Barangay 5
4240429007,,4,Bendita I
4240429008,,4,Bendita II
4240429009,,4,Caluangan
4240429010,,4,Kabulusan
4240429011,,4,Medina
4240429012,,4,Pacheco
4240429013,,4,Ramirez
4240429014,,4,San Agustin
4240429015,,4,Tua
4240429016,,4,Urdaneta
4240430000,,3,Maragondon
4240430001,,4,Bucal I
4240430002,,4,Bucal II
4240430003,,4,Bucal III A
4240430004,,4,Bucal III B
4240430005,,4,Bucal IV A
4240430006,,4,Bucal IV B
4240430007,,4,Caingin Poblacion
4240430008,,4,Garita I A
4240430009,,4,Garita I B
4240430010,,4,Layong Mabilog
4240430011,,4,Mabato
4240430012,,4,Pantihan I
4240430013,,4,Pantihan II
4240430014,,4,Pantihan III
4240430015,,4,Pantihan IV
4240430016,,4,Patungan
4240430017,,4,Pinagsanhan I A
4240430018,,4,Pinagsanhan I B
4240430019,,4,Poblacion I A
4240430020,,4,Poblacion I B
4240430021,,4,Poblacion II A
4240430022,,4,Poblacion II B
4240430023,,4,San Miguel I A
4240430024,,4,San Miguel I B
4240430025,,4,Talipusngo
4240430026,,4,Tulay Kanluran
4240430027,,4,Tulay Silangan
4240431000,,3,Mendez
4240431001,,4,Anuling Cerca I
4240431002,,4,Anuling Cerca II
4240431003,,4,Anuling Lejos I
4240431004,,4,Anuling Lejos II
4240431005,,4,Asis I
4240431006,,4,Asis II
4240431007,,4,Asis III
4240431008,,4,Banayad
4240431009,,4,Bukal
4240431010,,4,Galicia I
4240431011,,4,Galicia II
4240431012,,4,Galicia III
4240431013,,4,Miguel Mojica
4240431014,,4,Palocpoc I
4240431015,,4,Palocpoc II
4240431016,,4,Panungyan I
4240431017,,4,Panungyan II
4240431018,,4,Poblacion I
4240431019,,4,Poblacion II
4240431020,,4,Poblacion III
4240431021,,4,Poblacion IV
4240431022,,4,Poblacion V
4240431023,,4,Poblacion VI
4240431024,,4,Poblacion VII
4240432000,,3,Naic
4240432001,,4,Bagong Karsada
4240432002,,4,Balsahan
4240432003,,4,Bancaan
4240432004,,4,Bucana Malaki
4240432005,,4,Bucana Sasahan
4240432006,,4,Calubcob
4240432007,,4,Capt. C. Nazareno
4240432008,,4,Gomez-Zamora
4240432009,,4,Halang
4240432010,,4,Humbac
4240432011,,4,Ibayo Estacion
4240432012,,4,Ibayo Silangan
4240432013,,4,Kanluran
4240432014,,4,Labac
4240432015,,4,Latoria
4240432016,,4,Mabolo
4240432017,,4,Makina
4240432018,,4,Malainen Bago
4240432019,,4,Malainen Luma
4240432020,,4,Molino
4240432021,,4,Munting Mapino
4240432022,,4,Muzon
4240432023,,4,Palangue 1
4240432024,,4,Palangue 2 & 3
4240432025,,4,Sabang
4240432026,,4,San Roque
4240432027,,4,Santulan
4240432028,,4,Sapa
4240432029,,4,Timalan Balsahan
4240432030,,4,Timalan Concepcion
4240433000,,3,Noveleta
4240433001,,4,Magdiwang
4240433002,,4,Poblacion
4240433003,,4,Salcedo I
4240433004,,4,Salcedo II
4240433005,,4,San Antonio I
4240433006,,4,San Antonio II
4240433007,,4,San Jose I
4240433008,,4,San Jose II
4240433009,,4,San Juan I
4240433010,,4,San Juan II
4240433011,,4,San Rafael I
4240433012,,4,San Rafael II
4240433013,,4,San Rafael III
4240433014,,4,San Rafael IV
4240433015,,4,Santa Rosa I
4240433016,,4,Santa Rosa II
4240434000,,3,Rosario
4240434001,,4,Bagbag I
4240434002,,4,Bagbag II
4240434003,,4,Kanluran
4240434004,,4,Ligtong I
4240434005,,4,Ligtong II
4240434006,,4,Ligtong III
4240434007,,4,Ligtong IV
4240434008,,4,Muzon I
4240434009,,4,Muzon II
4240434010,,4,Poblacion
4240434011,,4,Sapa I
4240434012,,4,Sapa II
4240434013,,4,Sapa III
4240434014,,4,Sapa IV
4240434015,,4,Silangan I
4240434016,,4,Silangan II
4240434017,,4,Tejeros Convention
4240434018,,4,Wawa I
4240434019,,4,Wawa II
4240434020,,4,Wawa III
4240435000,,3,Silang
4240435001,,4,Acacia
4240435002,,4,Adlas
4240435003,,4,Anahaw I
4240435004,,4,Anahaw II
4240435005,,4,Balite I
4240435006,,4,Balite II
4240435007,,4,Balubad
4240435008,,4,Banaba
4240435009,,4,Barangay I
4240435010,,4,Barangay II
4240435011,,4,Barangay III
4240435012,,4,Barangay IV
4240435013,,4,Barangay V
4240435014,,4,Batas
4240435015,,4,Biga I
4240435016,,4,Biga II
4240435017,,4,Biluso
4240435018,,4,Bucal
4240435019,,4,Buho
4240435020,,4,Bulihan
4240435021,,4,Cabangaan
4240435022,,4,Carmen
4240435023,,4,Hoyo
4240435024,,4,Hukay
4240435025,,4,Iba
4240435026,,4,Inchican
4240435027,,4,Ipil I
4240435028,,4,Ipil II
4240435029,,4,Kalubkob
4240435030,,4,Kaong
4240435031,,4,Lalaan I
4240435032,,4,Lalaan II
4240435033,,4,Litlit
4240435034,,4,Lucsuhin
4240435035,,4,Lumil
4240435036,,4,Maguyam
4240435037,,4,Malabag
4240435038,,4,Malaking Tatyao
4240435039,,4,Mataas Na Burol
4240435040,,4,Munting Ilog
4240435041,,4,Narra I
4240435042,,4,Narra II
4240435043,,4,Narra III
4240435044,,4,Paligawan
4240435045,,4,Pasong Langka
4240435046,,4,Pooc I
4240435047,,4,Pooc II
4240435048,,4,Pulong Bunga
4240435049,,4,Pulong Saging
4240435050,,4,Puting Kahoy
4240435051,,4,Sabutan
4240435052,,4,San Miguel I
4240435053,,4,San Miguel II
4240435054,,4,San Vicente I
4240435055,,4,San Vicente II
4240435056,,4,Santol
4240435057,,4,Tartaria
4240435058,,4,Tibig
4240435059,,4,Toledo
4240435060,,4,Tubuan I
4240435061,,4,Tubuan II
4240435062,,4,Tubuan III
4240435063,,4,Ulat
4240435064,,4,Yakal
4240436000,,3,Tagaytay City
4240436001,,4,Asisan
4240436002,,4,Bagong Tubig
4240436003,,4,Calabuso North
4240436004,,4,Calabuso
4240436005,,4,Dapdap East
4240436006,,4,Dapdap West
4240436007,,4,Francisco
4240436008,,4,Guinhawa North
4240436009,,4,Guinhawa South
4240436010,,4,Iruhin East
4240436011,,4,Iruhin South
4240436012,,4,Iruhin West
4240436013,,4,Kaybagal East
4240436014,,4,Kaybagal North
4240436015,,4,Kaybagal South
4240436016,,4,Mag-Asawang Ilat
4240436017,,4,Maharlika East
4240436018,,4,Maharlika West
4240436019,,4,Maitim 2nd Central
4240436020,,4,Maitim 2nd East
4240436021,,4,Maitim 2nd West
4240436022,,4,Mendez Crossing East
4240436023,,4,Mendez Crossing West
4240436024,,4,Neogan
4240436025,,4,Patutong Malaki North
4240436026,,4,Patutong Malaki South
4240436027,,4,Sambong
4240436028,,4,San Jose
4240436029,,4,Silang Junction North
4240436030,,4,Silang Junction South
4240436031,,4,Sungay North
4240436032,,4,Sungay South
4240436033,,4,Tolentino East
4240436034,,4,Tolentino West
4240436035,,4,Zambal
4240437000,,3,Tanza
4240437001,,4,Amaya I
4240437002,,4,Amaya II
4240437003,,4,Amaya III
4240437004,,4,Amaya IV
4240437005,,4,Amaya V
4240437006,,4,Amaya VI
4240437007,,4,Amaya VII
4240437008,,4,Bagtas
4240437009,,4,Barangay I
4240437010,,4,Barangay II
4240437011,,4,Barangay III
4240437012,,4,Barangay IV
4240437013,,4,Biga
4240437014,,4,Biwas
4240437015,,4,Bucal
4240437016,,4,Bunga
4240437017,,4,Calibuyo
4240437018,,4,Capipisa
4240437019,,4,Daang Amaya I
4240437020,,4,Daang Amaya II
4240437021,,4,Daang Amaya III
4240437022,,4,Halayhay
4240437023,,4,Julugan I
4240437024,,4,Julugan II
4240437025,,4,Julugan III
4240437026,,4,Julugan IV
4240437027,,4,Julugan V
4240437028,,4,Julugan Vi
4240437029,,4,Julugan Vii
4240437030,,4,Julugan Viii
4240437031,,4,Lambingan
